Obs,STU_ID,STRAT_ID,F1MATHSE,F1TXMBIR,F1TXM1IR,F2PS0601,F3TZCMTHGPA,F1A07B,F1A07E,F1S16A,F1S16B,F1S16C,F1S16D,F1S16E,F1S16F,F1S16G,F1S16H,F1S16I,F1S17A,F1S17B,F1S17C,F1S17D,F1S17E,F1S17F,F1S17G,F1S17H,F1S17I,F1S17J,F1S40N,F2B17A,F2B17B,F1SES1,F1RACE,F1SEX,F1MOTHED,F1FATHED,outcome,F2F1WT,F3F1PNLPSWT,Factor1,Factor2
130,107116,107,1.27,57.82,68.82,1,4,6,6,1,3,3,1,3,3,1,3,1,1,3,3,3,3,1,3,1,1,1,3,3,2,-0.09,2,2,7,2,0,21.869,25.874,0.03369,0.01325
131,107119,107,-1.793,43.33,53.2,1,2,6,6,1,1,3,1,3,3,1,1,3,1,1,3,3,3,1,3,1,1,1,3,2,2,0.51,7,1,2,6,0,157.148,146.441,0.02093,-0.02253
132,107124,107,0.25,52.8,60.05,1,3,6,6,1,3,3,1,1,3,3,1,4,1,1,3,3,3,1,1,1,1,1,3,2,3,0.36,7,1,2,6,1,158.321,162.703,0.00702,0.01015
133,107125,107,-0.755,59.67,72.64,1,3.75,6,6,1,3,3,1,1,3,1,3,0,1,1,1,3,3,1,3,3,1,1,3,3,3,0.37,7,1,3,6,1,167.735,301.105,0.0724,-0.06479
134,107127,107,-0.755,51.28,55.42,2,2.5,6,6,1,3,3,1,1,3,1,3,1,1,1,3,3,3,1,1,1,1,3,3,1,2,-0.61,7,1,4,4,1,165.327,201.993,0.02239,-0.01914
135,107128,107,1.533,52.54,54.35,1,4,6,6,1,1,3,1,3,3,1,1,2,1,1,1,3,3,1,3,1,2,3,3,3,3,0.3,7,2,4,2,1,159.305,157.152,0.02488,-0.03944
136,107129,107,1.019,63.44,76,1,2,6,6,1,1,3,1,1,3,1,4,1,1,1,1,3,3,2,3,3,2,1,3,3,2,0.37,7,1,6,5,1,178.175,184.2,0.08979,-0.06712
137,107207,107,-0.259,41.24,53.59,,.,7,7,3,1,3,1,1,3,1,3,1,3,3,3,1,3,1,1,1,1,1,2,,,0.01,7,2,2,3,0,234.034,396.734,-0.03163,0.04985
138,107212,107,-2.039,33.63,29.11,0,.,7,7,3,1,3,1,3,3,1,1,1,3,3,3,4,1,1,1,1,1,1,2,2,1,-0.81,7,1,5,3,0,264.989,349.608,-0.05115,0.09287
139,107222,107,1.019,48.2,33.81,2,4,7,7,1,1,3,1,3,3,1,3,1,1,1,3,3,4,1,1,1,1,1,3,2,3,-0.25,7,1,4,2,1,249.394,654.49,0.0371,-0.02004
140,107229,107,1.019,20.85,27.98,3,.,7,7,2,2,3,3,3,1,3,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,0.05,7,1,2,2,1,245.313,0,-0.08503,0.04161
141,108101,108,.,38.81,59.29,2,2.75,6,6,1,3,3,1,1,3,1,3,1,1,1,3,3,3,1,1,1,1,1,3,3,3,0.98,7,2,6,7,0,472.443,436.499,0.02239,-0.01914
142,108105,108,.,78.27,78.99,1,.,6,6,1,1,3,1,1,4,1,3,1,1,1,1,3,3,1,3,3,1,3,3,3,3,1.27,2,2,8,8,1,128.142,113.362,0.08503,-0.07792
143,108106,108,-1.537,50.07,51.69,1,2.5,6,6,1,1,3,1,1,3,2,3,1,1,1,3,3,3,1,1,1,1,1,3,2,1,1.35,7,2,6,7,0,458.578,547.746,0.02142,-0.01856
144,108107,108,.,45.98,80.33,1,.,6,6,1,1,3,1,1,3,1,4,1,1,1,1,1,3,1,3,3,1,1,2,3,2,1.47,2,1,7,8,1,131.051,0,0.05061,-0.09786
145,108109,108,1.319,67.97,80.53,1,4,6,6,1,1,3,1,1,3,3,4,0,1,1,1,3,3,1,3,3,1,1,3,3,3,0.55,7,2,6,6,1,453.955,889.823,0.08421,-0.05607
146,108110,108,.,46.86,62.88,1,.,6,6,1,3,3,1,1,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,3,2,1.45,7,1,7,8,0,510.032,355.656,0.0467,-0.02749
147,108111,108,1.068,76.91,80.53,1,2,6,6,1,1,3,1,1,4,4,4,3,1,1,1,3,3,1,4,3,1,3,1,3,2,1.18,2,1,6,8,1,139.291,136.46,0.11507,-0.05116
148,108115,108,-1.002,36.27,32.86,2,2.25,6,6,4,1,3,1,1,1,3,1,3,3,3,3,3,1,1,1,1,3,1,3,2,3,0.75,7,2,7,6,0,453.915,632.914,-0.08861,0.1355
149,108117,108,0.532,55.82,74.76,1,4,6,6,1,3,3,1,1,3,1,3,1,1,1,4,3,3,1,3,1,1,1,3,3,3,0.44,7,1,6,6,1,545.952,380.361,0.0457,-0.01471
150,108120,108,1.811,63.84,65.14,1,3.75,6,6,1,1,4,1,1,3,1,3,1,1,1,1,3,3,3,1,1,2,3,3,3,1,0.68,7,2,6,5,0,470.75,828.232,0.05316,-0.04069
151,108122,108,.,67.03,75.23,1,3,6,6,1,1,4,1,1,3,1,3,1,1,1,1,3,3,1,3,3,1,1,3,2,3,1.28,7,2,8,7,1,462.688,460.886,0.08175,-0.07561
152,108125,108,0.265,51.36,53.25,1,.,6,6,1,3,3,1,1,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,3,3,1.08,2,1,6,7,0,134.843,156.129,0.03987,-0.01296
153,108127,108,1.811,53.02,54.86,1,2,6,6,1,3,3,1,1,3,1,1,2,1,1,3,3,3,1,1,1,1,1,3,3,2,0.51,7,2,2,6,0,471.51,431.606,0.00192,-0.01264
154,108128,108,-0.248,62.82,71.18,1,3.25,6,6,1,1,3,1,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,3,3,2,1.44,7,2,7,7,0,461.023,0,0.06204,-0.06109
155,108129,108,-0.969,73.88,76.32,1,4,6,6,1,1,3,1,1,3,1,3,1,1,1,1,3,3,1,3,3,1,1,3,2,2,1.51,7,2,7,8,1,479.332,368.888,0.06888,-0.07561
156,108204,108,-0.248,38.47,54.69,2,4,7,6,3,3,3,1,3,1,1,1,1,1,3,3,3,3,2,1,1,1,1,3,2,2,-0.18,7,1,2,3,0,475.757,678.813,-0.03797,0.0692
157,108208,108,1.811,39.1,60.41,1,4,7,6,3,1,3,1,1,3,1,3,1,1,1,1,3,3,3,1,1,3,1,3,2,2,0.49,7,2,2,6,1,487.149,500.815,0.03892,0.00135
158,108210,108,-0.755,49.51,49.95,1,3,7,6,3,1,3,1,1,3,1,1,3,1,1,3,3,3,3,1,1,1,1,3,2,3,-0.08,7,1,4,4,0,509.643,415.147,0.01257,0.0161
159,108217,108,-1.542,54.09,51.57,2,3.75,7,6,3,2,4,1,3,0,0,1,1,1,1,1,3,3,1,3,1,1,3,3,2,3,0.35,7,2,4,6,1,489.534,358.943,-0.01675,-0.01374
160,108221,108,0.528,61.04,62.62,1,3,7,6,1,1,3,1,3,3,1,3,1,1,1,1,3,3,1,3,1,1,3,3,2,3,0.1,7,1,1,4,1,484.51,618.71,0.04341,-0.05458
161,108226,108,1.811,53.94,58.88,0,1.25,7,6,1,1,3,1,1,3,1,3,3,1,1,3,3,1,1,3,1,1,3,3,2,2,0.57,7,1,3,6,1,467.568,830.41,0.00316,-0.03956
162,108227,108,0.265,60.86,63.28,1,4,7,6,3,1,3,1,1,3,1,1,3,1,1,1,3,3,1,3,1,1,3,3,2,3,0.45,7,2,6,2,0,449.282,357.776,0.02141,-0.02398
163,108228,108,-0.259,63.1,72.99,1,.,7,6,1,1,3,1,3,3,1,3,2,1,1,1,3,1,1,3,3,3,3,3,1,2,0.83,7,1,6,4,0,492.029,401.585,0.03095,-0.05029
164,109103,109,0.495,54.07,72.73,1,3.75,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,2,2,1.08,7,2,6,7,0,339.131,414.456,0.0414,-0.02902
165,109104,109,0.773,48.19,61.06,2,4,6,6,1,1,3,1,3,3,2,3,2,1,1,3,3,3,1,3,1,1,1,3,2,3,0.68,7,1,3,6,1,360.16,431.168,0.04395,-0.01763
166,109105,109,-0.509,34.38,48.25,1,3,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,2,1,1,1,2,3,3,2,0.3,7,1,3,3,0,346.594,352.659,0.02582,-0.01759
167,109108,109,1.024,52.29,61.36,1,.,6,6,1,1,3,1,3,3,2,3,2,2,1,3,3,3,3,3,1,1,3,3,2,3,-0.08,7,1,2,3,1,413.128,0,0.05769,0.00552
168,109109,109,1.025,70.78,78.68,1,3.25,6,6,1,1,3,1,1,3,1,4,1,1,1,1,1,3,3,3,3,1,3,3,2,3,0.9,7,1,6,7,1,349.06,536.471,0.06809,-0.09169
169,109112,109,-1.284,60.25,65.91,1,2,6,6,3,1,3,1,1,3,1,3,1,1,1,3,1,3,3,1,1,1,1,3,3,3,0.92,7,1,7,6,0,341.734,0,0.00454,-0.00939
170,109113,109,0.528,57.67,71.52,2,.,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,2,2,-0.13,7,1,5,2,0,373.198,315.281,0.0414,-0.02902
171,109115,109,0.51,52.83,64.31,1,4,6,6,1,1,3,1,3,3,1,3,1,1,1,1,3,1,3,3,1,1,3,3,3,2,0.18,7,2,2,2,0,369.009,298.861,0.02086,-0.04967
172,109116,109,-0.265,33.85,32.04,1,.,6,6,1,1,3,1,3,0,1,3,1,1,1,3,3,3,1,1,1,1,1,3,3,3,0.66,7,2,5,6,0,373.506,0,-0.03138,-0.01373
173,109118,109,-0.215,48.93,55.87,1,.,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,3,1,1,3,3,3,2,0.54,7,1,5,6,1,354.609,902.651,0.0414,-0.02902
174,109119,109,.,57.54,65.43,1,1.25,.,6,3,1,3,1,2,3,2,3,1,1,1,3,3,3,2,3,1,1,1,3,2,2,0.71,2,2,6,6,0,90.77,208.894,0.05027,0.01421
175,109120,109,-0.253,57.08,60.89,1,3,6,6,1,1,3,1,3,3,1,3,1,1,1,1,3,2,2,3,1,1,3,3,3,3,0.29,7,2,2,6,0,337.79,466.888,0.03214,-0.05212
176,109121,109,0.779,43.5,80.33,1,1.25,6,6,1,1,3,1,4,3,2,3,1,1,1,1,3,2,2,3,3,3,1,3,3,1,0.63,2,1,5,6,1,275.598,471.141,0.06135,-0.03054
177,109122,109,-0.013,41.85,56.09,1,2.5,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,3,2,-0.25,7,2,2,2,0,340.804,568.583,0.0414,-0.02902
178,109123,109,-0.241,71.56,71.93,2,3.25,6,6,4,2,3,1,3,3,2,3,3,1,1,1,3,3,3,3,3,1,3,3,3,3,0.28,7,1,3,3,0,371.418,404.28,0.08392,0.00673
179,109124,109,0.528,68.49,65.89,1,3,6,6,1,1,3,1,3,3,1,1,3,1,1,1,3,3,1,3,1,1,3,3,2,2,1.03,7,1,6,6,0,354.263,514.452,0.02294,-0.04809
180,109125,109,-0.014,50.94,60.46,1,2,6,6,1,1,3,1,3,3,1,3,1,1,1,1,3,2,2,3,1,1,3,3,3,2,-0.61,2,2,2,2,1,95.041,114.079,0.03214,-0.05212
181,109127,109,1.564,64.14,74.5,1,2.75,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,3,3,1,1,1,3,2,2,0.59,7,1,5,6,1,388.416,689.917,0.05888,-0.02285
182,109128,109,-1.045,52.91,60.76,1,3.25,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,3,1,1,1,1,1,3,2,2,-0.66,7,2,2,1,0,336.973,540.849,-0.00338,-0.01418
183,109161,109,.,.,35.57,,3,6,6,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,1,1,1,1,3,,,1.05,7,1,6,7,0,0,229.406,-0.18727,-0.02115
184,109201,109,.,25.17,.,,1.75,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.64,3,1,5,7,0,0,0,-0.22516,-0.16943
185,109202,109,-0.504,57.41,64.69,2,.,7,6,1,3,3,1,3,4,1,1,3,1,1,3,3,3,1,3,3,1,3,3,2,2,0.13,7,2,4,2,1,217.03,209.178,0.0643,-0.02577
186,109204,109,1.811,57.88,65.01,1,3.25,7,6,1,3,3,1,3,4,1,3,3,1,1,3,3,3,3,1,1,1,1,3,3,3,1.12,7,1,7,6,1,215.401,202.897,0.05424,-0.006
187,109208,109,0.232,64.8,67.66,1,.,7,6,1,1,2,2,3,3,1,3,1,3,3,3,3,3,2,2,3,1,1,3,3,2,0.12,7,2,6,2,1,222.598,188.994,0.02946,0.04681
188,109210,109,1.811,62.61,56.35,1,3.25,7,6,1,1,3,1,2,3,1,1,2,1,1,1,3,3,1,3,1,1,3,3,3,2,0.11,7,1,2,2,0,231.695,227.728,0.02383,-0.05273
189,109211,109,-0.504,54.48,54.57,1,2.25,7,6,1,1,3,1,3,3,1,3,2,1,1,3,3,3,2,1,1,1,2,3,3,2,0.57,7,2,4,6,0,198.739,531.992,0.02582,-0.01759
190,109212,109,1.811,69.11,78.92,1,.,7,6,1,1,3,1,3,4,1,3,3,1,1,1,3,3,2,2,3,1,1,3,3,3,0.9,7,1,7,4,1,215.201,164.563,0.07983,-0.06138
191,109213,109,-1.542,60.53,67.6,1,3.5,7,6,1,1,3,1,3,3,1,3,1,1,1,3,3,1,2,2,3,1,1,3,3,2,0.42,7,2,2,6,1,189.163,184.864,0.02165,-0.03477
192,109214,109,-0.773,59.99,65.76,1,.,7,6,3,1,3,1,1,3,1,3,1,1,1,1,3,3,2,2,3,1,1,3,3,2,0.52,2,2,7,3,0,57.174,49.609,0.06215,-0.03496
193,109215,109,-1.302,38.91,47.55,1,3,7,6,4,4,3,3,3,4,1,3,4,4,2,3,3,2,2,1,1,1,1,3,1,1,0.26,7,2,2,8,0,214.854,158.68,0.00421,0.14226
194,109217,109,.,59.04,.,,.,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.92,7,2,6,6,1,0,0,-0.22516,-0.16943
195,109218,109,1.564,61.64,75.51,1,3,7,6,1,1,3,1,3,3,1,3,1,1,1,1,3,3,1,3,3,1,1,3,3,2,-0.41,7,1,4,2,1,228.976,217.357,0.0671,-0.06633
196,109220,109,1.811,45.34,58.37,1,2.25,7,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,2,1,1,1,2,3,2,2,1.23,7,1,7,6,0,221.483,161.841,0.02582,-0.01759
197,109221,109,.,49.91,54.31,1,.,7,6,2,1,3,1,3,3,1,1,1,1,1,3,3,3,1,1,1,2,1,3,2,2,0.49,7,2,2,6,1,706.209,158.116,-0.0031,0.01117
198,109222,109,0.265,63.91,65.23,1,.,7,6,1,1,3,1,3,4,1,1,1,1,1,1,3,3,2,3,3,1,1,3,2,3,1.29,7,2,6,7,0,204.175,163.903,0.07152,-0.05906
199,109230,109,-1.051,42.41,52.02,1,2.25,7,6,1,1,3,1,3,3,1,1,2,1,3,3,3,3,2,1,1,1,3,3,1,2,0.67,7,2,2,6,1,206.724,242.326,-0.00587,0.02037
200,110101,110,-0.51,46.9,54.38,1,1,6,6,3,3,3,1,1,1,3,3,1,1,1,3,3,3,1,1,1,4,1,3,1,2,-0.02,7,1,2,1,0,581.359,413.683,-0.00232,0.06762
201,110104,110,0.515,67.77,77.57,1,2.25,6,6,3,3,3,1,1,4,2,3,1,1,1,1,3,3,3,3,3,1,3,3,2,2,-0.24,5,1,2,2,1,382.657,450.838,0.10527,-0.01615
202,110105,110,0.529,65,73.83,1,3.5,6,6,3,1,3,1,3,3,3,3,1,1,1,3,3,3,2,3,3,1,1,3,3,3,0.3,7,1,2,2,1,423.087,378.668,0.07562,0.01849
203,110106,110,1.288,45.52,55.98,1,3,6,6,3,1,3,1,1,3,1,3,1,1,1,3,3,4,1,1,1,4,4,3,3,3,0.98,7,1,6,6,0,405.021,427.17,0.04138,0.03001
204,110108,110,0.003,67.05,68.76,1,3.75,6,6,3,1,3,1,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,3,3,2,0.94,7,1,6,6,0,394.075,728.005,0.05873,-0.0277
205,110109,110,1.041,57.76,66.52,1,.,6,6,3,1,3,1,1,3,1,1,1,1,1,3,3,3,3,3,1,4,1,3,3,1,-0.41,2,2,3,3,1,90.608,85.246,0.04269,0.0337
206,110116,110,0.25,61.06,67.21,1,4,6,6,3,1,3,1,1,3,2,3,1,1,1,3,3,3,3,1,1,1,1,3,2,2,0.7,7,2,6,6,1,381.989,521.07,0.03559,0.021
207,110117,110,1.564,63.74,73.23,1,1.75,6,6,3,1,3,1,1,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,-0.47,7,1,2,2,0,410.767,363.849,0.03304,0.00961
208,110118,110,-1.002,37.57,44.5,1,1.25,6,6,3,1,3,1,1,3,3,3,1,1,3,3,3,1,1,1,1,1,1,3,2,3,0.13,7,2,2,7,0,428.451,364.031,-0.03059,0.05642
209,110120,110,-0.755,67.05,78.05,1,.,6,6,3,1,3,1,1,3,2,3,1,1,1,1,3,3,1,1,3,4,3,3,3,1,0.53,7,2,6,6,0,363.568,524.325,0.04961,0.00347
210,110122,110,-0.755,53.42,59.35,1,.,6,6,3,3,3,1,1,3,1,1,1,1,1,3,3,3,3,1,1,4,1,3,3,2,1.03,7,1,6,6,0,409.259,398.789,0.0219,0.05287
211,110123,110,0.779,34.99,53.51,2,3,6,6,3,3,3,1,1,3,3,1,3,1,3,3,3,3,1,1,1,1,1,3,3,3,-0.32,7,1,4,1,1,402.672,467.835,-0.00752,0.075
212,110127,110,0.523,60.16,70.64,1,4,6,6,3,1,3,1,3,3,1,1,1,1,1,3,3,3,1,3,1,1,1,3,3,2,1.1,7,1,6,7,0,396.714,420.529,0.01763,0.01086
213,110129,110,.,61.58,.,1,3.25,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0.21,7,2,6,2,1,0,0,-0.22516,-0.16943
214,110201,110,.,34.09,38.78,1,.,6,6,3,3,1,4,1,3,3,3,3,3,3,3,3,1,3,1,1,1,3,3,1,3,0.67,7,1,6,4,1,223.287,216.277,-0.04472,0.15209
215,110202,110,1.811,68.59,76.8,1,3.5,6,6,1,1,3,1,1,3,1,4,4,1,1,3,3,3,3,3,3,1,1,3,3,,-0.02,7,1,3,5,1,244.732,333.293,0.09458,-0.04713
216,110203,110,-0.51,41.23,48.95,2,3.75,6,6,4,3,3,1,3,3,1,1,3,4,3,3,3,1,1,1,1,3,3,3,2,2,-0.67,7,1,4,1,0,224.955,247.609,-0.06339,0.14516
217,110204,110,0.528,50.32,52.86,1,2.75,6,6,1,3,3,1,1,3,1,3,1,1,1,3,3,3,2,2,1,1,4,3,3,3,1.06,2,1,6,6,1,67.361,55.845,0.04328,-0.02022
218,110205,110,.,55.49,60.77,2,2.75,6,6,3,1,3,3,1,1,3,1,1,3,3,3,3,1,1,1,1,1,1,3,3,2,0.09,7,1,5,6,1,230.799,410.867,-0.09211,0.13132
219,110207,110,1.811,53.23,54.08,1,4,6,6,4,3,3,1,3,3,1,3,1,3,3,3,3,3,1,3,1,1,1,3,2,2,1.38,7,2,7,7,0,212.251,179.87,0.02127,0.0973
220,110209,110,.,37.93,.,2,.,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,-0.49,7,1,4,1,0,0,0,-0.22516,-0.16943
221,110210,110,-0.232,50.69,47.63,1,3.75,6,6,1,1,3,1,1,3,1,1,4,1,1,3,3,3,1,1,1,1,3,3,2,1,-0.53,7,2,2,4,0,217.82,307,-0.0016,-0.02346
222,110211,110,-2.039,38.86,47.32,2,2,6,6,1,3,3,1,1,4,1,1,1,1,3,3,3,3,1,3,1,1,1,2,1,3,0.35,7,2,4,3,0,217.766,182.092,0.03116,0.00815
223,110213,110,.,41.78,52.21,1,2,6,6,3,1,1,3,1,3,1,1,1,3,3,3,3,1,3,1,1,1,1,3,2,3,1.06,7,1,6,6,0,227.461,183.929,-0.07317,0.11008
224,110219,110,1.811,52.58,64.44,1,.,6,6,1,1,3,1,1,3,1,4,1,1,1,3,3,3,1,3,3,1,1,3,3,3,1.28,7,1,6,8,1,222.563,159.958,0.0771,-0.0533
225,110220,110,0.544,27.99,29.53,2,.,6,6,3,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,4,1,3,1,1,0.01,7,2,2,2,1,218.968,351.117,-0.07684,0.02152
226,110224,110,.,44.18,46.3,1,.,6,6,4,1,1,4,1,3,1,1,3,1,1,3,3,3,3,3,1,1,1,3,3,3,0.81,7,2,6,6,1,212.027,256.125,0.00756,0.06917
227,110225,110,0.248,38.33,47.47,2,2,6,6,1,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,1,1,3,3,3,3,0.27,7,2,5,2,0,252.078,188.817,0.06112,0.01778
228,110226,110,0.25,31.14,30.58,,2,6,6,4,3,3,1,1,3,1,1,1,4,3,3,3,3,1,1,1,3,1,3,,,0.84,7,2,7,2,1,0,181.887,-0.02159,0.13714
229,110227,110,.,45.31,46.68,1,3,6,6,3,1,3,3,1,1,1,3,1,4,3,3,1,1,1,1,1,3,1,3,2,3,-0.04,7,2,3,2,1,215.017,169.067,-0.10509,0.11731
230,110228,110,-0.019,55.99,62.99,1,3.25,6,6,1,3,3,1,1,4,1,3,1,1,1,3,3,3,1,3,1,1,1,3,3,2,0.98,7,2,6,6,0,206.404,225.464,0.06286,-0.0298
231,111101,111,.,50.68,58.72,2,2,.,6,1,1,3,1,3,3,1,2,1,1,3,3,3,3,3,3,3,1,1,3,3,2,-0.51,5,1,1,6,0,90.468,130.662,0.0611,0.0001
232,111107,111,.,44.69,50.4,1,3,.,6,1,1,3,1,3,3,1,1,1,1,3,3,3,3,3,3,3,1,1,3,3,1,0.89,3,1,4,7,1,131.595,247.373,0.05087,0.00335
233,111114,111,-2.039,34.32,40.08,1,1.5,5,5,1,1,3,1,3,3,1,3,1,1,1,1,3,3,3,1,1,1,3,2,2,2,0.65,7,2,3,3,1,562.151,637.874,0.03657,-0.04006
234,111115,111,-0.755,29.1,29.98,2,3.5,5,5,3,1,3,1,1,1,1,3,1,1,3,3,3,3,1,1,1,1,1,3,2,1,-0.78,2,2,6,1,1,42.512,58.512,-0.02798,0.03952
235,111117,111,.,69.6,.,1,2,.,6,1,1,3,1,1,3,1,3,1,1,1,1,3,3,2,3,1,1,2,3,2,2,-0.28,2,1,6,4,1,53.874,77.349,0.05393,-0.06078
236,111120,111,1.811,69.63,78.18,1,3.75,5,5,1,1,3,1,1,3,1,4,1,1,1,1,3,3,3,3,3,1,1,3,3,3,1.12,7,1,6,7,1,624.108,527.434,0.09659,-0.07269
237,111122,111,-0.755,37.75,35.7,3,0.75,5,5,1,4,1,1,1,1,1,1,3,4,3,1,3,1,1,1,1,1,1,3,2,2,0.54,6,2,2,6,0,41.294,156.297,-0.11482,0.05298
238,111124,111,-1.018,50.79,61.69,1,3,5,5,3,1,3,1,1,3,1,1,3,1,1,3,3,3,1,1,1,1,2,3,2,3,-0.7,5,2,2,5,0,81.573,93.59,-0.00491,0.00993
239,111125,111,1.041,45.9,54.84,1,.,5,5,1,1,3,1,1,4,1,3,0,1,1,1,3,3,3,3,0,0,3,3,3,3,0.69,5,2,3,8,0,77.797,79.457,0.06504,-0.06278
240,111126,111,1.811,72.84,76.4,1,3,5,5,1,1,3,1,1,3,3,4,1,1,1,1,3,3,3,3,3,1,1,3,2,2,0.97,7,1,6,6,1,562.41,559.858,0.10168,-0.0499
241,111128,111,-0.755,57.6,58.29,1,1.5,5,5,3,1,3,1,3,3,1,1,3,1,1,3,3,3,1,1,1,1,3,2,2,1,1.28,7,1,6,8,0,615.084,646.86,-0.00669,0.01921
242,111131,111,-0.504,69.05,64.91,1,.,5,5,1,1,3,1,1,3,4,4,2,1,1,3,3,3,3,1,3,1,1,3,3,3,1.28,2,1,7,8,0,42.355,38.605,0.07791,-0.00459
243,111161,111,.,.,64.63,1,.,5,5,1,1,3,1,1,3,1,4,1,1,1,1,3,3,1,1,3,1,3,3,3,2,0.7,7,1,2,6,1,791.144,613.427,0.0548,-0.07051
244,111162,111,.,.,33.65,2,4,5,5,1,1,3,1,1,2,1,3,3,1,1,3,3,3,1,1,1,1,3,3,2,2,0.77,5,2,6,6,1,95.657,237.507,0.00271,-0.02764
245,111202,111,.,66.43,73.41,1,4,6,6,3,1,3,3,1,3,3,1,1,1,1,3,3,3,3,3,1,1,1,3,3,2,0.04,7,2,4,2,0,254.951,263.295,0.0407,0.06035
246,111203,111,.,55.63,63.1,1,3.25,6,6,3,1,3,3,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,3,2,2,-0.49,7,1,5,2,0,324.333,306.867,-0.07227,0.08074
247,111204,111,.,24.31,32.19,0,.,6,6,3,1,3,1,1,1,3,1,3,3,3,1,1,1,1,1,1,1,3,3,2,2,-0.22,7,2,3,6,0,283.881,608.325,-0.11732,0.05695
248,111208,111,.,26.5,.,2,4,.,6,3,1,2,2,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,3,2,3,-0.31,5,2,3,3,0,146.305,182.448,-0.01842,0.02484
249,111211,111,.,63.44,61.44,1,3,6,6,3,2,1,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,3,3,3,0.17,7,1,4,2,1,281.411,902.651,-0.02762,0.14169
250,111213,111,.,60.03,64.09,1,.,6,6,3,1,3,3,1,3,3,1,3,3,3,1,3,1,1,3,1,1,1,3,2,3,1.02,7,2,6,7,1,251.111,360.238,-0.03347,0.09278
251,111220,111,.,55.64,54.01,1,4,6,6,3,1,1,3,1,3,3,1,1,1,3,3,3,2,3,1,1,1,3,3,3,3,-0.44,7,2,4,2,0,267.334,282.956,-0.0406,0.09954
252,112104,112,1.27,51.6,59.86,1,4,6,6,3,1,3,1,1,3,1,3,1,1,1,3,3,3,2,1,1,1,2,3,3,3,1.11,7,1,6,8,1,309.044,257.714,0.0243,0.00652
253,112105,112,1.019,51.95,51.41,1,4,6,6,1,1,4,1,4,3,1,1,1,1,1,2,2,2,2,2,2,1,4,3,2,3,-1.01,7,2,2,2,1,301.223,466.232,0.00809,-0.03942
254,112107,112,-0.013,51.09,52.51,1,3,6,6,1,1,4,1,1,3,1,3,1,1,1,3,3,3,1,1,1,1,1,3,2,3,-0.91,7,2,2,2,1,315.767,480.001,0.03175,-0.02996
255,112109,112,.,33.99,37.88,1,2.75,6,6,1,1,3,1,1,3,1,3,1,1,1,3,3,3,1,2,1,1,1,3,3,2,1.19,2,1,7,8,0,124.447,106.911,0.03103,-0.03413
256,112110,112,0.003,46.4,52.08,1,3.25,6,6,3,1,3,0,4,3,1,1,1,3,3,3,3,3,2,2,1,1,2,3,2,2,-0.42,7,1,3,2,0,317.256,309.377,-0.00474,0.07328
257,112115,112,-1.788,52.25,51.92,1,4,6,6,1,1,3,1,3,4,1,1,1,1,1,1,3,3,1,3,1,1,3,3,2,1,0.25,7,2,2,5,0,306.706,294.253,0.0391,-0.0504
258,112120,112,0.51,17.35,26.28,0,.,6,6,3,1,3,3,3,3,1,1,1,3,3,3,1,1,1,1,1,3,1,3,2,2,0.86,7,2,7,8,0,290.916,739.38,-0.0913,0.11147
259,112122,112,.,35.65,48.44,1,3,6,6,1,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,3,2,2,-0.15,7,1,4,2,1,358.862,320.314,-0.10627,0.02048
260,112201,112,0.281,75.82,77.77,1,4,6,6,1,1,4,1,1,3,1,3,1,1,1,1,3,3,2,2,3,1,1,2,2,1,0.8,2,1,6,7,1,39.787,96.554,0.07833,-0.06835
